rank,total_score,relevance,usability,authority,resource_richness,freshness,category,source,domain,title,url,tags,topic,query,summary
22,79.7,88.0,88.0,62.0,80.0,45.0,教程视频,csdn,download.csdn.net,气球奇遇记作文.doc,https://download.csdn.net/download/m0_65191343/77894262?ops_request_misc=elastic_search_misc&request_id=baf1227002ae419baf00efef3c03eea5&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~ElasticCommercialInsert~search_v2-3-77894262-null-null.142^v102^pc_search_result_base2&utm_term=%E8%BF%87%E7%A8%8B%E5%8F%AF%E8%A7%86%E5%8C%96%20AI%20%E5%88%9B%E4%BD%9C%20%E5%84%BF%E7%AB%A5%20%E7%90%86%E8%A7%A3,模型|技术文档|开源代码|数据集|教程|可下载资源|涉及授权/版权,创作透明化与AI搭档认知,过程可视化 AI 创作 儿童 理解,【教程视频】气球奇遇记作文.doc | 来源:csdn | 站点:download.csdn.net | 提供:模型、技术文档、开源代码、数据集、教程、可下载资源、涉及授权/版权 | 相关词:3d、开源、游戏、小游戏、ai、大模型、反馈、游戏化 | 摘要:**情感计算与<em>人工智能</em>**：<em>AI</em>系统正在发展，能够识别和<em>理解</em>人类情感，故事中的情感描述可以作为训练这些系统的输入。例如，机器学习模型可以分析文本情感，<em>理解</em>飘飘的心情变化。9.
23,79.5,72.0,98.0,62.0,100.0,45.0,教程视频,csdn,download.csdn.net,hotso:crawler data weibo & baidu & zhihu & newsmth & tianya & v2ex,https://download.csdn.net/download/weixin_42104778/19149001?ops_request_misc=elastic_search_misc&request_id=9cf4cfac21804aebaa3f7246f5bfe2ef&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~ElasticCommercialInsert~search_v2-2-19149001-null-null.142^v102^pc_search_result_base8&utm_term=site%3Azhihu.com%20%E5%B0%91%E5%84%BF%20%E7%BC%96%E7%A8%8B%20%E5%8D%9A%E7%89%A9%E9%A6%86%20%E4%BD%93%E9%AA%8C,地图|模型|技术文档|开源代码|数据集|教程|SDK/API|可下载资源|涉及授权/版权,K12用户画像与亲子研学需求,site:zhihu.com 少儿 编程 博物馆 体验,"【教程视频】hotso:crawler data weibo & baidu & zhihu & newsmth & tianya & v2ex | 来源:csdn | 站点:download.csdn.net | 提供:地图、模型、技术文档、开源代码、数据集、教程、SDK/API、可下载资源、涉及授权/版权 | 相关词:cesium、城市、3d、tile、api、demo、github、游戏 | 摘要:hotsoDemo <em>site</em><em>:</em> 介绍定时抓取热搜数据,并对数据定时进行分词后, 提供数据接口服务依赖存储服务redis存储分词以及年度榜单数据mongodb存储站点抓取的资讯信息工程信息cmd/hot"
24,79.34,72.0,98.0,62.0,92.0,55.0,开源代码,csdn,wenku.csdn.net,PyPI 官网下载 | zhihu_py3-0.3.15-py3-none-any.whl,https://wenku.csdn.net/doc/60fnru5jv4?ops_request_misc=elastic_search_misc&request_id=4f9e34996b394d4fbc537ca642790dda&biz_id=&utm_medium=distribute.pc_search_result.none-task-c_download-2~all~ElasticSearch~search_v2-1-60fnru5jv4-null-null.142^v102^pc_search_result_base1&utm_term=site%3Azhihu.com%20%E5%B0%91%E5%84%BF%E7%BC%96%E7%A8%8B%20%E5%80%BC%E5%BE%97%E5%AD%A6%E5%90%97%20%E5%AE%B6%E9%95%BF,模型|技术文档|开源代码|数据集|教程|SDK/API|可下载资源|涉及授权/版权,少儿游戏创作用户痛点,site:zhihu.com 少儿编程 值得学吗 家长,【开源代码】PyPI 官网下载 | zhihu_py3-0.3.15-py3-none-any.whl | 来源:csdn | 站点:wenku.csdn.net | 提供:模型、技术文档、开源代码、数据集、教程、SDK/API、可下载资源、涉及授权/版权 | 相关词:开源、sdk、api、github、ai、agent、模板、生成 | 摘要:<em>zhihu</em>_py3 是一个面向 Python 3 环境开发的第三方开源库，其核心目标是为开发者提供对知乎（<em>Zhihu</em><em>.</em><em>com</em>）网站公开数据接口的轻量级、结构化、高可用性封装。该库并非知乎官方 SDK，而是由社区开发者基于逆向分析、协议探测与长期维护所构建的非侵入式 API 封装工具，严格遵循 Python 的 PEP 427（
25,79.26,96.0,78.0,62.0,78.0,45.0,地图数据,csdn,download.csdn.net,探索博物馆儿童绘本创新研发与互动,https://download.csdn.net/download/yhsbzl/21283174?ops_request_misc=elastic_search_misc&request_id=25ea7cd3d231492a9fb758e54ceece22&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~ElasticSearch~search_v2-1-21283174-null-null.142^v102^control&utm_term=%E5%84%BF%E7%AB%A5%20%E5%8D%9A%E7%89%A9%E9%A6%86%20%E4%BA%92%E5%8A%A8%E5%B1%95%E9%A1%B9%20%E8%AE%BE%E8%AE%A1%20%E5%8E%9F%E5%88%99,地图|模型|技术文档|数据集|教程|可下载资源|涉及授权/版权,博物馆儿童互动展项UX,儿童 博物馆 互动展项 设计 原则,"【地图数据】探索博物馆儿童绘本创新研发与互动 | 来源:csdn | 站点:download.csdn.net | 提供:地图、模型、技术文档、数据集、教程、可下载资源、涉及授权/版权 | 相关词:无人机、手势、城市、3d、地图、游戏、ai、llm | 摘要:""探索<em>博物馆</em><em>儿童</em>绘本创新研发与<em>互动</em>""是一项旨在通过创新<em>设计</em>和<em>互动</em>元素，激发学龄前<em>儿童</em>对<em>博物馆</em>文物兴趣的教学策略。胡绪雯的文章以上海<em>博物馆</em>为例，展示了如何将<em>博物馆</em>的教育功能与<em>儿童</em>绘本结合，以提升<em>儿童</em>的学"
26,79.14,96,80.0,62.0,72,45.0,教程视频,csdn,download.csdn.net,基于人工智能的儿童坐姿监测系统.pdf,https://download.csdn.net/download/u013883025/20165961?ops_request_misc=elastic_search_misc&request_id=5c7b10bd6c4c4ddc8fd31eb87ceffe59&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~ElasticCommercialInsert~search_v2-3-20165961-null-null.142^v102^pc_search_result_base1&utm_term=%E5%84%BF%E7%AB%A5%20%E7%9C%8B%E8%A7%81%20AI%20%E5%86%99%E4%BB%A3%E7%A0%81%20%E5%AD%A6%E4%B9%A0%20%E6%95%88%E6%9E%9C,模型|技术文档|数据集|教程|SDK/API|可下载资源|涉及授权/版权,创作透明化与AI搭档认知,儿童 看见 AI 写代码 学习 效果,【教程视频】基于人工智能的儿童坐姿监测系统.pdf | 来源:csdn | 站点:download.csdn.net | 提供:模型、技术文档、数据集、教程、SDK/API、可下载资源、涉及授权/版权 | 相关词:手势、体感、3d、api、游戏、ai、大模型、少儿 | 摘要:<em>人工智能</em>（<em>AI</em>）技术近年来得到了迅猛发展，并且在多个领域发挥着越来越重要的作用。<em>儿童</em>坐姿监测系统作为其中的应用之一，是利用<em>人工智能</em>技术对<em>儿童</em><em>学习</em>时的坐姿进行实时监测并纠正的系统。
27,78.86,72.0,100.0,58.0,88.0,55.0,地图数据,zhihu,www.zhihu.com,Link to zhihu.com,https://www.zhihu.com/market/pub/120162615/manuscript/1360247190485598208,地图|技术文档|开源代码|数据集|教程|SDK/API|可下载资源,K12用户画像与亲子研学需求,site:zhihu.com K12 人工智能 教育区 展陈 用户画像,【地图数据】Link to zhihu.com | 来源:zhihu | 站点:www.zhihu.com | 提供:地图、技术文档、开源代码、数据集、教程、SDK/API、可下载资源 | 相关词:地图、osm、开源、api、ai | 摘要:The site owner hides the web page description.
28,78.28,88,88.0,60.0,64,55.0,地图数据,juejin,juejin.cn,微软打造复古游戏 MakeCode Arcade...,https://juejin.cn/post/6844903766223749127,地图|技术文档|开源代码|SDK/API,对标产品与案例,site:juejin.cn MakeCode arcade 课堂 时长 体验,【地图数据】微软打造复古游戏 MakeCode Arcade... | 来源:juejin | 站点:juejin.cn | 提供:地图、技术文档、开源代码、SDK/API | 相关词:tile、api、github、游戏、game、碰撞 | 摘要:MakeCode Arcade能让开发者开发出类似过去彩色Gameboy游戏机的游戏，其支持分辨率160x120屏幕，限制同时只能显示16色，开发者可以改变调色盘，支持4声道的复古声.
29,77.5,100.0,80.0,62.0,40.0,55.0,三维模型,csdn,wenku.csdn.net,encoding-blocks-game-jam-2021：2021编码游戏的游戏卡纸。 主题：万物破碎,https://wenku.csdn.net/doc/2orwtuwwqg?ops_request_misc=elastic_search_misc&request_id=4a2b75d264a441ce97e265d38e53cd35&biz_id=&utm_medium=distribute.pc_search_result.none-task-c_download-2~all~ElasticSearch~search_v2-1-2orwtuwwqg-null-null.142^v102^pc_search_result_base8&utm_term=Game%20Jam%20%E5%84%BF%E7%AB%A5%20%E5%BF%AB%E9%80%9F%20%E5%8E%9F%E5%9E%8B%20%E4%BD%93%E9%AA%8C,技术文档|教程|SDK/API|可下载资源,少儿游戏创作用户痛点,Game Jam 儿童 快速 原型 体验,【三维模型】encoding-blocks-game-jam-2021：2021编码游戏的游戏卡纸。 主题：万物破碎 | 来源:csdn | 站点:wenku.csdn.net | 提供:技术文档、教程、SDK/API、可下载资源 | 相关词:三维、api、游戏、game、ai、反馈、碰撞、平衡 | 摘要:“encoding-blocks-<em>game</em>-<em>jam</em>-2021：2021编码游戏的游戏卡纸。主题：万物破碎”是一个极具教育意义与创意实践价值的编程教育项目，它诞生于全球性开发者协作活动——<em>Game</em> <em>Jam</em>（游戏开发马拉松）语境下，聚焦于“代码即游戏、学习即<em>体验</em>”的核心理念。该项目并非传统意义上的完整可运行游戏，
30,76.9,80.0,88.0,62.0,80.0,45.0,教程视频,csdn,blog.csdn.net,互联网时代，帮你打开视野的20个网站！（精华版）,https://blog.csdn.net/u014374009/article/details/106619467?ops_request_misc=elastic_search_misc&request_id=201633b2ef1f4d1b8e35d5a188f9fb20&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~ElasticCommercialInsert~search_v2-3-106619467-null-null.142^v102^control&utm_term=%E7%A0%94%E5%AD%A6%E5%9B%A2%20%E7%A7%91%E6%8A%80%E9%A6%86%20%E6%B8%B8%E6%88%8F%E7%BC%96%E7%A8%8B%20%E4%BD%93%E9%AA%8C%20%E8%AE%BE%E8%AE%A1,模型|技术文档|开源代码|数据集|教程|可下载资源|涉及授权/版权,K12用户画像与亲子研学需求,研学团 科技馆 游戏编程 体验 设计,【教程视频】互联网时代，帮你打开视野的20个网站！（精华版） | 来源:csdn | 站点:blog.csdn.net | 提供:模型、技术文档、开源代码、数据集、教程、可下载资源、涉及授权/版权 | 相关词:杭州、开源、游戏、ai、生成、教程、bilibili、csdn | 摘要:本文汇总了多个领域的在线学习平台，包括视频教程、<em>编程</em>、<em>设计</em>、英语、考试题库等，覆盖从基础到高级的课程，适合学生和职场人士自我提升。
31,76.3,72.0,90.0,62.0,70.0,80.0,开源代码,csdn,blog.csdn.net,终极跨平台直播聚合应用：Simple Live完整指南,https://blog.csdn.net/gitblog_00037/article/details/150755497?ops_request_misc=elastic_search_misc&request_id=af2a6a4eac364f11b96d5d1e014240da&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~ElasticSearch~search_v2-4-150755497-null-null.142^v102^pc_search_result_base5&utm_term=site%3Abilibili.com%20AI%E4%B9%90%E5%9B%AD%20%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E4%BD%93%E9%AA%8C%E9%A6%86,技术文档|开源代码|数据集|SDK/API|可下载资源|涉及授权/版权,AI教育体验馆对标,site:bilibili.com AI乐园 人工智能体验馆,【开源代码】终极跨平台直播聚合应用：Simple Live完整指南 | 来源:csdn | 站点:blog.csdn.net | 提供:技术文档、开源代码、数据集、SDK/API、可下载资源、涉及授权/版权 | 相关词:开源、api、github、游戏、ai、生成、bilibili、csdn | 摘要:Simple Live是一款基于Flutter开发的开源跨平台直播聚合应用，支持哔哩哔哩、斗鱼、虎牙、抖音四大平台，提供智能内容聚合、专业弹幕处理、跨设备同步等核心功能。其三层模块化架构（核心引擎层、平台适配层、客户端展示层）保障多平台兼容性与可扩展性，适用于Android、iOS、Windows、macOS、Linux及Android TV。项目强调实时数据同步、低延迟弹幕、自定义主题与工具箱调
32,76.3,100.0,76.0,62.0,40.0,55.0,开源代码,csdn,wenku.csdn.net,scratch少儿编程逻辑思维游戏源码-圈入.zip,https://wenku.csdn.net/doc/7f2hwxvape?ops_request_misc=elastic_search_misc&request_id=fa27050693854f10a887ce158ebda858&biz_id=&utm_medium=distribute.pc_search_result.none-task-c_download-2~all~ElasticSearch~search_v2-4-7f2hwxvape-null-null.142^v102^control&utm_term=%E5%9B%BE%E5%BD%A2%E5%8C%96%E7%BC%96%E7%A8%8B%20%E6%B8%B8%E6%88%8F%E5%8C%96%20%E5%84%BF%E7%AB%A5%20%E6%B3%A8%E6%84%8F%E5%8A%9B%20%E6%97%B6%E9%95%BF,开源代码|教程|可下载资源|涉及授权/版权,少儿游戏创作用户痛点,图形化编程 游戏化 儿童 注意力 时长,【开源代码】scratch少儿编程逻辑思维游戏源码-圈入.zip | 来源:csdn | 站点:wenku.csdn.net | 提供:开源代码、教程、可下载资源、涉及授权/版权 | 相关词:开源、游戏、ai、反馈、碰撞、少儿、游戏化 | 摘要:“Scratch少儿<em>编程</em>逻辑思维游戏源码-圈入.zip”这一资源名称蕴含着极为丰富的教育技术内涵与计算思维培养价值，是面向6–14岁<em>儿童</em>开展<em>编程</em>启蒙与高阶思维训练的典型实践载体。从标题可见，“圈入”并非普通游戏名称，而是一个高度凝练、富有动作性与目标导向性的核心机制术语——它直观指向一种基于空间围合、条件判断、对象交互与状态反馈的复合型逻辑结构
33,76.26,72.0,88.0,62.0,98.0,45.0,商业方案,csdn,blog.csdn.net,在网站搜索结果中屏蔽特定网站的内容,https://blog.csdn.net/m0_69981350/article/details/133125417?ops_request_misc=elastic_search_misc&request_id=9cf4cfac21804aebaa3f7246f5bfe2ef&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~ElasticSearch~search_v2-3-133125417-null-null.142^v102^pc_search_result_base8&utm_term=site%3Azhihu.com%20%E5%B0%91%E5%84%BF%20%E7%BC%96%E7%A8%8B%20%E5%8D%9A%E7%89%A9%E9%A6%86%20%E4%BD%93%E9%AA%8C,地图|模型|技术文档|开源代码|数据集|教程|可下载资源|涉及授权/版权,K12用户画像与亲子研学需求,site:zhihu.com 少儿 编程 博物馆 体验,【商业方案】在网站搜索结果中屏蔽特定网站的内容 | 来源:csdn | 站点:blog.csdn.net | 提供:地图、模型、技术文档、开源代码、数据集、教程、可下载资源、涉及授权/版权 | 相关词:杭州、开源、ai、gpt、cursor、大模型、生成、csdn | 摘要:介绍了搜索引擎的搜索语法，通过“搜索结果 -<em>site</em><em>:</em>要屏蔽的网址”的形式，可屏蔽特定网址的搜索结果，还给出了“前端 -<em>site</em><em>:</em><em>zhihu</em>.<em>com</em>”的示例。
34,75.9,96,78.0,62.0,50,45.0,开源代码,csdn,download.csdn.net,MakeCode-Android：在Android上运行MakeCode Arcade项目！,https://download.csdn.net/download/weixin_42151729/15043714?ops_request_misc=elastic_search_misc&request_id=065eb046fcb44c2882256499372ff157&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~ElasticSearch~search_v2-1-15043714-null-null.142^v102^pc_search_result_base3&utm_term=MakeCode%20arcade%20%E8%AF%BE%E5%A0%82%20%E6%97%B6%E9%95%BF%20%E4%BD%93%E9%AA%8C,开源代码|数据集|SDK/API|可下载资源,对标产品与案例,MakeCode arcade 课堂 时长 体验,【开源代码】MakeCode-Android：在Android上运行MakeCode Arcade项目！ | 来源:csdn | 站点:download.csdn.net | 提供:开源代码、数据集、SDK/API、可下载资源 | 相关词:手柄、开源、sdk、github、游戏、game、ai、llm | 摘要:总的来说，<em>MakeCode</em>-Android项目结合了<em>MakeCode</em> <em>Arcade</em>的创意编程<em>体验</em>与Android平台的广泛普及，为开发者提供了一个有趣的平台，让他们能够将自定义的游戏带到移动设备上，同时也为学习移动应用开发和游戏编程的用户提供了一条途径
35,75.7,80.0,80.0,62.0,90.0,45.0,三维模型,csdn,download.csdn.net,梁溪区城市管理网格人员综合信息采集表.pdf,https://download.csdn.net/download/longxiang23213/48999746?ops_request_misc=elastic_search_misc&request_id=5b9c85e2da8440aa968bc817fc729526&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~ElasticSearch~search_v2-1-48999746-null-null.142^v102^control&utm_term=%E6%A2%81%E6%BA%AA%E5%8C%BA%20%E9%9D%92%E5%B0%91%E5%B9%B4%20%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E4%BD%93%E9%AA%8C%E9%A6%86,地图|模型|技术文档|数据集|教程|SDK/API|可下载资源|涉及授权/版权,AI教育体验馆对标,梁溪区 青少年 人工智能体验馆,【三维模型】梁溪区城市管理网格人员综合信息采集表.pdf | 来源:csdn | 站点:download.csdn.net | 提供:地图、模型、技术文档、数据集、教程、SDK/API、可下载资源、涉及授权/版权 | 相关词:城市、3d、api、游戏、ai、智能体、大模型、反馈 | 摘要:<em>梁溪区</em>城市管理网格人员综合信息采集表.pdf
36,75.62,88,80.0,62.0,66,45.0,教程视频,csdn,download.csdn.net,AR 恐龙博物馆,https://download.csdn.net/download/nicolelili1/9907607?ops_request_misc=elastic_search_misc&request_id=00ee8172acd9403b8707c777fe0249df&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~ElasticSearch~search_v2-1-9907607-null-null.142^v102^pc_search_result_base3&utm_term=%E8%93%9D%E5%8D%B0%E8%8A%B1%E5%B8%83%20%E5%8D%9A%E7%89%A9%E9%A6%86%20AR%20%E4%B8%A5%E8%82%83%E6%B8%B8%E6%88%8F%20%E5%84%BF%E7%AB%A5,模型|技术文档|数据集|教程|SDK/API|可下载资源,对标产品与案例,蓝印花布 博物馆 AR 严肃游戏 儿童,【教程视频】AR 恐龙博物馆 | 来源:csdn | 站点:download.csdn.net | 提供:模型、技术文档、数据集、教程、SDK/API、可下载资源 | 相关词:unity、3d、sdk、demo、游戏、game、ai、射击 | 摘要:<em>AR</em>恐龙<em>博物馆</em>是一款结合了<em>增强现实</em>（<em>AR</em>）、虚拟现实（VR）和混合现实（MR）技术的应用，旨在为用户带来全新的互动式学习体验。
