rank,total_score,relevance,usability,authority,resource_richness,freshness,category,source,domain,title,url,tags,topic,query,summary
26,75.9,72.0,98.0,62.0,70.0,45.0,开源代码,csdn,download.csdn.net,developer.bigfix.com:developer.bigfix.com的来源,https://download.csdn.net/download/weixin_42097450/18403026?ops_request_misc=elastic_search_misc&request_id=db4109873bba4633ae1d573b3e001661&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~ElasticSearch~search_v2-1-18403026-null-null.142^v102^pc_search_result_base3&utm_term=site%3Adeveloper.baidu.com%20%E7%A7%92%E5%93%92,技术文档|开源代码|数据集|教程|SDK/API|可下载资源,秒哒技术原理与工作流,site:developer.baidu.com 秒哒,【开源代码】developer.bigfix.com:developer.bigfix.com的来源 | 来源:csdn | 站点:download.csdn.net | 提供:技术文档、开源代码、数据集、教程、SDK/API、可下载资源 | 相关词:开源、sdk、api、github、ai、生成、教程、csdn | 摘要:启动虚拟机并通过在<em>developer</em><em>.</em>bigfix<em>.</em><em>com</em>目录中运行以下命令来构建站点<em>：</em>
27,75.28,100.0,68.0,60.0,54.0,55.0,地图数据,juejin,juejin.cn,juejin.cn/post/7551242751980437523,https://juejin.cn/post/7551242751980437523,地图|模型|技术文档|教程,秒哒技术原理与工作流,site:juejin.cn 秒哒 多智能体协作 A2A MCP 协议,【地图数据】juejin.cn/post/7551242751980437523 | 来源:juejin | 站点:juejin.cn | 提供:地图、模型、技术文档、教程 | 相关词:瓦片、游戏、小游戏、ai、mcp、agent、智能体、大模型 | 摘要:智能体之间的实时协同是技术难点，秒哒通过两大协议实现：一是A2A协议（Agent-to-Agent），解决智能体间的通信问题，类似“发邮件”的机制，确保信息高效传递。 目前，秒哒智能体间的协同误差率控制在0.5%以下。 二是MCP协议（Model Control...
28,74.68,76.0,90.0,60.0,64.0,55.0,开源代码,juejin,juejin.cn,Taro React Native 端开发流程 - 稀土掘金,https://juejin.cn/post/6994263179773624350,技术文档|开源代码|数据集|SDK/API|可下载资源,秒哒技术原理与工作流,site:juejin.cn 秒哒 文心大模型 代码生成 React Taro,"【开源代码】Taro React Native 端开发流程 - 稀土掘金 | 来源:juejin | 站点:juejin.cn | 提供:技术文档、开源代码、数据集、SDK/API、可下载资源 | 相关词:开源、sdk、ai、生成 | 摘要:August 8, 2021 - We cannot provide a description for this page right now"
29,74.59,88,78.0,65.0,52,55.0,地图数据,web,juejin.cn,小游戏管理平台-飞翔的小鸟开发技术：vue2 + js + canvas...,https://juejin.cn/post/7173474478668021791,地图|技术文档|开源代码,秒哒小游戏生成能力,秒哒 飞翔的小鸟 小游戏,【地图数据】小游戏管理平台-飞翔的小鸟开发技术：vue2 + js + canvas... | 来源:web | 站点:juejin.cn | 提供:地图、技术文档、开源代码 | 相关词:地图、游戏、game、小游戏、碰撞、生成 | 摘要:watch 监听小鸟.而我对 canvas 来做游戏就更加有心得了。 小游戏管理平台：juejin.cn/post/714916…
30,74.54,80.0,70.0,62.0,72.0,95.0,技术文档,csdn,blog.csdn.net,百度推出的“秒哒“无代码应用搭建平台，一句话做应用？,https://blog.csdn.net/2503_90262374/article/details/157000705?ops_request_misc=elastic_search_misc&request_id=3fc5e753d43f4d3b9ac05cad32f69315&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~ElasticSearch~search_v2-1-157000705-null-null.142^v102^pc_search_result_base4&utm_term=%E7%99%BE%E5%BA%A6%E7%A7%92%E5%93%92%20MIAODA%20%E6%97%A0%E4%BB%A3%E7%A0%81%20%E5%BA%94%E7%94%A8%E5%BC%80%E5%8F%91%E5%B9%B3%E5%8F%B0,地图|模型|技术文档|教程|SDK/API|涉及授权/版权,秒哒官方文档与产品,百度秒哒 MIAODA 无代码 应用开发平台,【技术文档】百度推出的“秒哒“无代码应用搭建平台，一句话做应用？ | 来源:csdn | 站点:blog.csdn.net | 提供:地图、模型、技术文档、教程、SDK/API、涉及授权/版权 | 相关词:地图、api、游戏、小游戏、ai、gpt、mcp、agent | 摘要:<em>百度</em>推出<em>无代码</em>开发<em>平台</em>“<em>秒</em><em>哒</em>”，支持通过自然语言对话快速生成H5、网站、问卷、小游戏等应用，内置多智能体协作与工具调用能力，实现5分钟内从需求到上线，适用于个人创作、企业管理和行业数字化场景。
31,74.42,88,80.0,62.0,56,45.0,教程视频,csdn,download.csdn.net,html 飞翔的小鸟(Flappy Bird)小游戏,https://download.csdn.net/download/weixin_40986713/71896220?ops_request_misc=elastic_search_misc&request_id=710a4dd6c4624a41b7866b7ee9eb5b1d&biz_id=1&utm_medium=distribute.pc_search_result.none-task-download-2~all~ElasticCommercialInsert~search_v2-3-71896220-null-null.142^v102^pc_search_result_base3&utm_term=%E7%A7%92%E5%93%92%20%E9%A3%9E%E7%BF%94%E7%9A%84%E5%B0%8F%E9%B8%9F%20%E5%B0%8F%E6%B8%B8%E6%88%8F,技术文档|数据集|教程|SDK/API|可下载资源|涉及授权/版权,秒哒小游戏生成能力,秒哒 飞翔的小鸟 小游戏,【教程视频】html 飞翔的小鸟(Flappy Bird)小游戏 | 来源:csdn | 站点:download.csdn.net | 提供:技术文档、数据集、教程、SDK/API、可下载资源、涉及授权/版权 | 相关词:api、demo、游戏、小游戏、ai、闯关、反馈、碰撞 | 摘要:HTML5<em>飞翔</em>的<em>小鸟</em>(Flappy Bird)<em>小游戏</em>是一款基于网页的简单娱乐应用，利用HTML、CSS和JavaScript技术实现。这个游戏以其简洁的界面和极高的挑战性在2013年推出后迅速走红。
32,73.58,72.0,90.0,62.0,64.0,55.0,开源代码,csdn,wenku.csdn.net,site:name我的名字点com,https://wenku.csdn.net/doc/83q91xf401?ops_request_misc=elastic_search_misc&request_id=db4109873bba4633ae1d573b3e001661&biz_id=&utm_medium=distribute.pc_search_result.none-task-c_download-2~all~ElasticSearch~search_v2-7-83q91xf401-null-null.142^v102^pc_search_result_base3&utm_term=site%3Adeveloper.baidu.com%20%E7%A7%92%E5%93%92,技术文档|开源代码|数据集|SDK/API|可下载资源,秒哒技术原理与工作流,site:developer.baidu.com 秒哒,【开源代码】site:name我的名字点com | 来源:csdn | 站点:wenku.csdn.net | 提供:技术文档、开源代码、数据集、SDK/API、可下载资源 | 相关词:三维、开源、api、github、ai、模板、template、生成 | 摘要:“<em>site</em><em>:</em>name我的名字点<em>com</em>”这一标题看似简单，实则蕴含了现代前端工程化与静态网站开发的核心范式。它并非一个普通网站的域名指向，而是一个典型的基于 Gatsby 框架构建的个人技术型静态站点（Portfolio / <em>Developer</em> <em>Site</em>）的命名惯例——其中“我的名字点<em>com</em>”
33,73.56,80.0,80.0,60.0,68.0,55.0,三维模型,juejin,juejin.cn,给开发者的无代码/低代码技术决策指南（2026）,https://juejin.cn/post/7576210031873654825,模型|技术文档|开源代码|SDK/API|涉及授权/版权,秒哒官方文档与产品,site:juejin.cn 百度秒哒 MIAODA 无代码 应用开发平台,【三维模型】给开发者的无代码/低代码技术决策指南（2026） | 来源:juejin | 站点:juejin.cn | 提供:模型、技术文档、开源代码、SDK/API、涉及授权/版权 | 相关词:开源、api、github、ai、llm、mcp、agent、平衡 | 摘要:We cannot provide a description for this page right now
34,73.06,88,78.0,58.0,48,55.0,地图数据,zhihu,zhuanlan.zhihu.com,8岁小学生idea直接变应用，秒哒3.0刚刚把AI应用门槛打没了,https://zhuanlan.zhihu.com/p/2038017385018435368,模型|技术文档|教程|SDK/API,秒哒社区体验与对比,site:zhihu.com 秒哒 APP Android 原生应用生成,【地图数据】8岁小学生idea直接变应用，秒哒3.0刚刚把AI应用门槛打没了 | 来源:zhihu | 站点:zhuanlan.zhihu.com | 提供:模型、技术文档、教程、SDK/API | 相关词:api、demo、游戏、ai、cursor、agent、智能体、反馈 | 摘要:目前，秒哒APP安卓版已经正式上线，iOS版本也即将推出。 用户通过语音或文字，就能在手机端完成从生成、调试到发布的全流程。 灵感来了，当场就能做：地铁上、开会间隙，甚至半夜突然想到一个点子，翻个身掏出手机就能直接开始。
35,72.94,60,80.0,62.0,92,95.0,数据集,csdn,blog.csdn.net,触觉结合与使用（VTLA、RDP）,https://blog.csdn.net/qq_45445740/article/details/161899130?ops_request_misc=elastic_search_misc&request_id=ac567f4d2c7b4aa696f6372f80c3e264&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~ElasticCommercialInsert~search_v2-2-161899130-null-null.142^v102^pc_search_result_base7&utm_term=site%3Azhihu.com%20%E7%A7%92%E5%93%92%203.0%20Create,地图|模型|技术文档|开源代码|数据集|可下载资源|涉及授权/版权,秒哒社区体验与对比,site:zhihu.com 秒哒 3.0 Create,【数据集】触觉结合与使用（VTLA、RDP） | 来源:csdn | 站点:blog.csdn.net | 提供:地图、模型、技术文档、开源代码、数据集、可下载资源、涉及授权/版权 | 相关词:tile、github、反馈、生成、csdn | 摘要:本文系统介绍面向接触丰富操作的视觉-触觉融合学习框架，核心包括UniVTAC仿真平台、OmniVTA世界模型及Reactive Diffusion Policy（RDP）算法。RDP采用分层快慢系统<em>：</em>慢策略（LDP）基于低频视觉/状态预测潜在动作块，快策略（AT）利用高频触觉信号实时闭环修正动作；二者协同实现长视野规划与毫秒级响应。关键技术涵盖触觉编码（TactileVAE）、双
36,72.84,80.0,80.0,60.0,62.0,55.0,三维模型,juejin,juejin.cn,七个开源免费的低代码/无代码后端项目,https://juejin.cn/post/7301098227213778956,模型|技术文档|开源代码|SDK/API,秒哒官方文档与产品,site:juejin.cn 百度秒哒 MIAODA 无代码 应用开发平台,【三维模型】七个开源免费的低代码/无代码后端项目 | 来源:juejin | 站点:juejin.cn | 提供:模型、技术文档、开源代码、SDK/API | 相关词:开源、sdk、api、demo、github、生成 | 摘要:We cannot provide a description for this page right now
37,72.84,80.0,80.0,60.0,62.0,55.0,开源代码,juejin,juejin.cn,Context7，让Cursor智能10...,https://juejin.cn/post/7507198399772491827,模型|技术文档|开源代码|SDK/API,秒哒技术原理与工作流,site:juejin.cn 秒哒 Context Linking 智能记忆单元,【开源代码】Context7，让Cursor智能10... | 来源:juejin | 站点:juejin.cn | 提供:模型、技术文档、开源代码、SDK/API | 相关词:api、demo、github、ai、llm、cursor、mcp、大模型 | 摘要:所以简单来说，Context7就是让大模型在回答问题前，强制搜一下最新的信息，补充一下上下文，然后再根据补充后的信息进行输出。不使用Context7：Claude3.7认为这个API是React18中还在实验性的Hook。
38,72.04,100.0,62.0,60.0,42.0,55.0,三维模型,juejin,juejin.cn,A2A协议：打破AI...,https://juejin.cn/post/7578917474659237939,模型|技术文档|SDK/API,秒哒技术原理与工作流,site:juejin.cn 秒哒 多智能体协作 A2A MCP 协议,【三维模型】A2A协议：打破AI... | 来源:juejin | 站点:juejin.cn | 提供:模型、技术文档、SDK/API | 相关词:sdk、api、ai、mcp、agent、智能体、大模型、生成 | 摘要:A2A协议推动的多智能体协作模式，正是未来AI应用架构的重要演进方向。 无论是与MCP协议的互补结合，还是其本身的持续演进，A2A都将在构建开放、互联的智能体生态系统中发挥关键作用。
39,71.7,60,98.0,62.0,70,45.0,地图数据,csdn,blog.csdn.net,vue3后台管理系统搭建步骤(boot-blog + vue3后台管理系统 + vue2前端博客页面),https://blog.csdn.net/qq_16992475/article/details/129591665?ops_request_misc=elastic_search_misc&request_id=37492b5afbd94c5c898cde4a00297ae5&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~ElasticSearch~search_v2-5-129591665-null-null.142^v102^pc_search_result_base7&utm_term=site%3Ajuejin.cn%20%E7%A7%92%E5%93%92%20%E4%B8%80%E5%8F%A5%E8%AF%9D%20%E5%BA%94%E7%94%A8,技术文档|开源代码|数据集|SDK/API|可下载资源|涉及授权/版权,秒哒社区体验与对比,site:juejin.cn 秒哒 一句话 应用,【地图数据】vue3后台管理系统搭建步骤(boot-blog + vue3后台管理系统 + vue2前端博客页面) | 来源:csdn | 站点:blog.csdn.net | 提供:技术文档、开源代码、数据集、SDK/API、可下载资源、涉及授权/版权 | 相关词:api、demo、ai、模板、csdn | 摘要:本文详细阐述基于Vue3、Vite、Element Plus、Pinia、Axios构建后台管理系统的完整流程，涵盖项目初始化、路由动态加载、权限控制、菜单动态渲染、布局组件拆分、TagsView、面包屑、全屏、过渡动画及页签缓存等核心功能实现，重点突出前后端分离架构下动态路由与权限指令的工程化实践。
40,71.68,88.0,70.0,60.0,54.0,55.0,三维模型,juejin,juejin.cn,juejin.cn/post/7551340044481904674,https://juejin.cn/post/7551340044481904674,模型|技术文档|数据集|教程|可下载资源,秒哒技术原理与工作流,site:juejin.cn 秒哒 多智能体协作 A2A MCP 协议,【三维模型】juejin.cn/post/7551340044481904674 | 来源:juejin | 站点:juejin.cn | 提供:模型、技术文档、数据集、教程、可下载资源 | 相关词:游戏、小游戏、ai、mcp、agent、智能体、大模型、反馈 | 摘要:MCP协议（Model Control Protocol） ：此协议统一了工具调用规范，使得不同智能体在调用百度智能云或第三方工具时，能够“用法一致”，无需重复学习，极大地提升了开发效率和.
41,70.12,88,71.0,70.0,26,55.0,教程视频,bilibili,www.bilibili.com,[AI播客]Manus和Genspark两款智能体深度对比 #AI #Agent #智能体 #工...,https://www.bilibili.com/video/BV1vdHozoEKL/,开源代码|教程,秒哒社区体验与对比,site:bilibili.com Manus 秒哒 对比 多智能体,【教程视频】[AI播客]Manus和Genspark两款智能体深度对比 #AI #Agent #智能体 #工... | 来源:bilibili | 站点:www.bilibili.com | 提供:开源代码、教程 | 相关词:开源、ai、agent、智能体、教程 | 摘要:自我进化+无限记忆，100%复刻Manus，Suna本地部署与效果演示！ 最强开源通用智能体部署与调用实战，Skywork、Flowith开源平替！ ，【2026版】这绝对是B站唯一将Agent Skills从入门+实战讲明白的教程，手把手带你从入门到代码实战开发，存下吧，比啃书好太多了！
42,69.44,96.0,62.0,60.0,32.0,55.0,其他,juejin,juejin.cn,Mcp、A2A、acp、anp、.... ： ai...,https://juejin.cn/post/7504652550650757170,技术文档|SDK/API|涉及授权/版权,秒哒技术原理与工作流,site:juejin.cn 秒哒 多智能体协作 A2A MCP 协议,【其他】Mcp、A2A、acp、anp、.... ： ai... | 来源:juejin | 站点:juejin.cn | 提供:技术文档、SDK/API、涉及授权/版权 | 相关词:sdk、api、ai、llm、mcp、agent、智能体 | 摘要:MCP（Model Context Protocol）：由Anthropic公司推出；A2A（Agent-to-Agent Protocol）：由谷歌公司推出；其它多种特定领域的AI智能体协议，例如为机器人-智能体交互而设计的智能体协议CrowdES等。
43,69.4,88.0,60.0,60.0,60.0,55.0,三维模型,juejin,juejin.cn,百度秒哒：AI...,https://juejin.cn/post/7485945903619325961,地图|模型|技术文档|教程|涉及授权/版权,秒哒小游戏生成能力,site:juejin.cn 秒哒 小游戏 生成 H5,【三维模型】百度秒哒：AI... | 来源:juejin | 站点:juejin.cn | 提供:地图、模型、技术文档、教程、涉及授权/版权 | 相关词:3d、地图、游戏、小游戏、ai、智能体、大模型、平衡 | 摘要:**前言：在AI技术狂飙突进的今天，代码生成工具已不鲜见，但百度智能云最新推出的「秒哒」**平台，却以“无代码编程+智能体协作”的颠覆性模式，重新定.
44,69.24,80.0,71.0,70.0,42.0,55.0,教程视频,bilibili,www.bilibili.com,2026最新！华为云码道代码智能体深度评测：GLM-5抢先体验+鸿蒙ArkTS专属模型加持，项目级代码生成直接起飞，编码效率翻倍不是梦！_哔哩哔哩_bilibili,https://www.bilibili.com/video/BV1iJAaz6E66/,模型|开源代码|教程,秒哒技术原理与工作流,site:bilibili.com 秒哒 文心大模型 代码生成 React Taro,【教程视频】2026最新！华为云码道代码智能体深度评测：GLM-5抢先体验+鸿蒙ArkTS专属模型加持，项目级代码生成直接起飞，编码效率翻倍不是梦！_哔哩哔哩_bilibi | 来源:bilibili | 站点:www.bilibili.com | 提供:模型、开源代码、教程 | 相关词:开源、ai、智能体、大模型、生成、bilibili | 摘要:大家好！这个视频我来带你彻底拆解华为云刚刚公测火爆的 CodeArts 代码智能体（码道） 的AI核心——代码大模型部分！首先扒一扒它集成了哪些业界顶尖的非华为主导开源模型：GLM系列（包括最新接入的GLM-5）、DeepSeek-V3.2 等前沿大模型，基于华为海量研发数据增训，理解项目上下文超准！最重磅的是，华为专门针对鸿蒙生态推出的 GLM-4.7-SFT-ARKTS 鸿蒙专属微调版本，深度
