rank,total_score,relevance,usability,authority,resource_richness,freshness,category,source,domain,title,url,tags,topic,query,summary
30,68.46,88,58.0,62.0,38,80.0,三维模型,csdn,blog.csdn.net,大模型写 SQL 总翻车？只因漏了这一步！Context-Aware 双向检索拯救 Schema Linking,https://blog.csdn.net/u013524655/article/details/154611999?ops_request_misc=elastic_search_misc&request_id=049088eb62754bf5b232bcc516045acd&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~ElasticSearch~search_v2-1-154611999-null-null.142^v102^pc_search_result_base9&utm_term=%E7%A7%92%E5%93%92%20Context%20Linking%20%E6%99%BA%E8%83%BD%E8%AE%B0%E5%BF%86%E5%8D%95%E5%85%83,模型|数据集|教程|涉及授权/版权,秒哒技术原理与工作流,秒哒 Context Linking 智能记忆单元,【三维模型】大模型写 SQL 总翻车？只因漏了这一步！Context-Aware 双向检索拯救 Schema Linking | 来源:csdn | 站点:blog.csdn.net | 提供:模型、数据集、教程、涉及授权/版权 | 相关词:ai、llm、gpt、agent、智能体、大模型、生成、csdn | 摘要:本文介绍一种<em>Context</em>-Aware双向检索框架，用于解决大模型Text-to-SQL中Schema <em>Linking</em>的关键问题。通过表优先和列优先双路径检索并融合结果，显著降低误判率，在BIRD和Spider数据集上接近完美Schema性能，且仅需6次LLM调用，效率高、成本低，适用于各类SQL生成系统。
31,67.96,88,60.0,60.0,48,55.0,地图数据,juejin,juejin.cn,秒哒: 全量上线 ! 你的创意，差3分钟和一句话3月24日，在百度 AI Day...,https://juejin.cn/post/7485192244552384549,地图|模型|技术文档,秒哒小游戏生成能力,site:juejin.cn 秒哒 小游戏 生成 H5,"【地图数据】秒哒: 全量上线 ! 你的创意，差3分钟和一句话3月24日，在百度 AI Day... | 来源:juejin | 站点:juejin.cn | 提供:地图、模型、技术文档 | 相关词:地图、游戏、小游戏、ai、智能体、大模型、生成 | 摘要:一、秒哒是什么. 秒哒, 是百度推出的生成式应用开发平台，也是国内首个支持多智能体协作的无代码工具。 用户仅需通过自然语言对话，即可指挥AI智能体协同完成应用开发，无需编写一行代码。"
32,67.84,88,62.0,60.0,42,55.0,三维模型,juejin,juejin.cn,精讲课-MCP+A2A 从0到1构建类Manus多Agent...,https://juejin.cn/post/7600345782172844066,模型|技术文档|SDK/API,秒哒技术原理与工作流,site:juejin.cn 秒哒 多智能体协作 A2A MCP 协议,【三维模型】精讲课-MCP+A2A 从0到1构建类Manus多Agent... | 来源:juejin | 站点:juejin.cn | 提供:模型、技术文档、SDK/API | 相关词:sdk、api、ai、llm、mcp、agent、智能体 | 摘要:Agent-to-Agent，智能体对智能体）的分布式协作架构。二、核心架构解析：MCP 与 A2A.
33,67.6,76,72.0,60.0,50,55.0,数据集,juejin,juejin.cn,Taro，作为React开发者，使用感受继去年毕设,https://juejin.cn/post/6844903813027987469,技术文档|数据集|SDK/API|可下载资源|涉及授权/版权,秒哒技术原理与工作流,site:juejin.cn 秒哒 文心大模型 代码生成 React Taro,"【数据集】Taro，作为React开发者，使用感受继去年毕设 | 来源:juejin | 站点:juejin.cn | 提供:技术文档、数据集、SDK/API、可下载资源、涉及授权/版权 | 相关词:api、ai、模板、生成 | 摘要:April 3, 2019 - We cannot provide a description for this page right now"
34,67.5,100,40.0,62.0,40,80.0,商业方案,csdn,blog.csdn.net,从创意到产品一键生成！秒哒升级2.0版，MeDo同步亮相海外市场,https://blog.csdn.net/weixin_48493350/article/details/154833409?ops_request_misc=elastic_search_misc&request_id=0dbf433cee744963a7febdba36deec18&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~ElasticSearch~search_v2-1-154833409-null-null.142^v102^pc_search_result_base5&utm_term=%E7%A7%92%E5%93%92%20%E5%85%A8%E6%A0%88%E5%BA%94%E7%94%A8%20%E5%89%8D%E7%AB%AF%20%E5%90%8E%E7%AB%AF%20%E6%95%B0%E6%8D%AE%E5%BA%93%20%E4%B8%80%E9%94%AE%E9%83%A8%E7%BD%B2,地图|模型|涉及授权/版权,秒哒技术原理与工作流,秒哒 全栈应用 前端 后端 数据库 一键部署,【商业方案】从创意到产品一键生成！秒哒升级2.0版，MeDo同步亮相海外市场 | 来源:csdn | 站点:blog.csdn.net | 提供:地图、模型、涉及授权/版权 | 相关词:3d、地图、游戏、ai、agent、智能体、大模型、生成 | 摘要:百度智能云推出<em>秒</em><em>哒</em>2.0，支持通过自然语言指令实现<em>全</em><em>栈</em><em>应用</em>的<em>一键</em>生成与<em>部署</em>，涵盖<em>前端</em>、<em>后端</em>、<em>数据库</em>及分发闭环。其海外版MeDo已获国际市场认可，助力非技术人员快速构建生产级<em>应用</em>，推动AI普惠与技术平权。
35,67.4,96,60.0,60.0,20,55.0,教程视频,juejin,juejin.cn,13年创业老兵实战：用百度秒哒迭代2865次，做了50+...,https://juejin.cn/post/7627123333709774867,技术文档|教程,秒哒小游戏生成能力,site:juejin.cn 秒哒 小游戏 生成 H5,【教程视频】13年创业老兵实战：用百度秒哒迭代2865次，做了50+... | 来源:juejin | 站点:juejin.cn | 提供:技术文档、教程 | 相关词:城市、游戏、小游戏、ai、反馈、生成 | 摘要:直到我深度用上了百度秒哒，从零开始自研了50+款全品类应用，从AI创作工具、商业资讯站点，到私域引流系统、教学付费平台，甚至是小游戏、非遗民俗 H5，
36,65.92,76,71.0,70.0,26,55.0,教程视频,bilibili,www.bilibili.com,全网吹爆的MoliliClaw 🦞 ：多智能体 AI 数字员工的使用体验_哔哩哔哩_bilibili,https://www.bilibili.com/video/BV1CSXfBBEr4/,开源代码|教程,秒哒技术原理与工作流,site:bilibili.com site:infoq.cn 秒哒 多智能体,【教程视频】全网吹爆的MoliliClaw 🦞 ：多智能体 AI 数字员工的使用体验_哔哩哔哩_bilibili | 来源:bilibili | 站点:www.bilibili.com | 提供:开源代码、教程 | 相关词:github、ai、agent、智能体、bilibili | 摘要:3 weeks ago - MoliliClaw —— 多智能体 AI 数字员工的使用体验 MoliliClaw官网： https://www.molili.com.cn/ GitHub社区CLS-Certify - Agent Skill 安全认证系统： https://github.com/CatREFuse/cls-certify 欢迎留言、分享、点赞、讨论，您的鼓励皆是动力！ ... 颠覆
37,65.36,72,70.0,60.0,48,55.0,教程视频,juejin,juejin.cn,工具篇| 秒哒真能秒搭?,https://juejin.cn/post/7438824467905789961,模型|技术文档|教程|SDK/API,秒哒官方文档与产品,site:juejin.cn 百度秒哒 MIAODA 无代码 应用开发平台,"【教程视频】工具篇| 秒哒真能秒搭? | 来源:juejin | 站点:juejin.cn | 提供:模型、技术文档、教程、SDK/API | 相关词:api、游戏、ai、gpt、cursor、智能体、大模型、平衡 | 摘要:November 18, 2024 - We cannot provide a description for this page right now"
38,65.19,56,80.0,65.0,62,55.0,三维模型,web,www.oschina.net,文心大模型 4.5 系列正式开源：涵盖 10 款模型、同步开放 API 服务 - OSCHINA - 中文开源技术交流社区,https://www.oschina.net/news/357937,模型|技术文档|开源代码|SDK/API,秒哒技术原理与工作流,秒哒 文心大模型 代码生成 React Taro,"【三维模型】文心大模型 4.5 系列正式开源：涵盖 10 款模型、同步开放 API 服务 - OSCHINA - 中文开源技术交流社区 | 来源:web | 站点:www.oschina.net | 提供:模型、技术文档、开源代码、SDK/API | 相关词:开源、api、大模型 | 摘要:June 30, 2025 - 6月30日，百度正式开源文心大模型4.5系列模型，涵盖47B、3B激活参数的混合专家（MoE）模型，与0.3B参数的稠密型模型等10款模型，并实现预训练权重和推理代码的完全开源。 · 目前，文心大模型4.5开源系列已可在飞桨星河..."
39,65.14,96,48.0,62.0,22,65.0,三维模型,csdn,blog.csdn.net,使用 Google 的 A2A 协议、ADK 和 MCP 构建多智能体 AI 应用（二）,https://blog.csdn.net/huang9604/article/details/147709251?ops_request_misc=elastic_search_misc&request_id=62d6d86f41484491a9b963c9ed64a222&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~ElasticSearch~search_v2-6-147709251-null-null.142^v102^pc_search_result_base4&utm_term=%E7%A7%92%E5%93%92%20%E5%A4%9A%E6%99%BA%E8%83%BD%E4%BD%93%E5%8D%8F%E4%BD%9C%20A2A%20MCP%20%E5%8D%8F%E8%AE%AE,模型|教程,秒哒技术原理与工作流,秒哒 多智能体协作 A2A MCP 协议,【三维模型】使用 Google 的 A2A 协议、ADK 和 MCP 构建多智能体 AI 应用（二） | 来源:csdn | 站点:blog.csdn.net | 提供:模型、教程 | 相关词:ai、llm、mcp、智能体、大模型、教程 | 摘要:本文介绍使用Google的<em>A</em><em>2</em><em>A</em><em>协议</em>、ADK和<em>MCP</em>构建<em>多智能体</em>AI应用，阐述架构核心组件、代理角色、通信流程及实现步骤。还分享了系统学习大模型LLM的方法，包括经典书籍、报告合集、视频教程等资源，以及四个阶段的学习路线。
40,65.14,96,48.0,62.0,22,65.0,三维模型,csdn,blog.csdn.net,使用 Google 的 A2A 协议、ADK 和 MCP 构建多智能体 AI 应用,https://blog.csdn.net/huang9604/article/details/147709223?ops_request_misc=elastic_search_misc&request_id=62d6d86f41484491a9b963c9ed64a222&biz_id=0&utm_medium=distribute.pc_search_result.none-task-blog-2~all~ElasticSearch~search_v2-7-147709223-null-null.142^v102^pc_search_result_base4&utm_term=%E7%A7%92%E5%93%92%20%E5%A4%9A%E6%99%BA%E8%83%BD%E4%BD%93%E5%8D%8F%E4%BD%9C%20A2A%20MCP%20%E5%8D%8F%E8%AE%AE,模型|教程,秒哒技术原理与工作流,秒哒 多智能体协作 A2A MCP 协议,【三维模型】使用 Google 的 A2A 协议、ADK 和 MCP 构建多智能体 AI 应用 | 来源:csdn | 站点:blog.csdn.net | 提供:模型、教程 | 相关词:ai、llm、mcp、智能体、大模型、教程 | 摘要:本文介绍了使用Google的<em>A</em><em>2</em><em>A</em><em>协议</em>、ADK和<em>MCP</em>构建<em>多智能体</em>AI应用。阐述了<em>A</em><em>2</em><em>A</em><em>协议</em>核心概念，如基于任务的通信、代理发现等，还展示了多代理旅行规划应用架构。此外，提供了系统学习大模型LLM的方法，包含经典书籍、报
41,64.8,80,65.0,70.0,20,55.0,教程视频,bilibili,cloud.baidu.com,秒哒用户协议 - 秒哒公有云MIAODA | 百度智能云文档,https://cloud.baidu.com/doc/MIAODA/s/Vmb0jj48v,技术文档|教程,秒哒小游戏生成能力,site:bilibili.com site:cloud.baidu.com MIAODA 剧情向小游戏,【教程视频】秒哒用户协议 - 秒哒公有云MIAODA | 百度智能云文档 | 来源:bilibili | 站点:cloud.baidu.com | 提供:技术文档、教程 | 相关词:ai、反馈、生成 | 摘要:24、如果您对本服务及本协议有任何意见或建议，或发现本服务侵害您的知识产权等其他权利，或生成任何不当内容，您可以通过发送邮件至【miaoda@baidu.com】，或通过如下地址同我们联系。我们将在收到您意见的15个工作日内反馈相关情况： 中国北京市海淀区上地十街10号 北京百度网讯科技有限公司 法务部 邮政编码：100085
42,64.52,72,71.0,70.0,26,55.0,教程视频,bilibili,www.bilibili.com,前端读写数据库，能安全吗？一期精通Supabase，顶级后端开源项目，实战教程+本地部署_哔哩哔哩_bilibili,https://www.bilibili.com/video/BV18P1MBQEtq/,开源代码|教程,秒哒技术原理与工作流,site:bilibili.com 秒哒 全栈应用 前端 后端 数据库 一键部署,"【教程视频】前端读写数据库，能安全吗？一期精通Supabase，顶级后端开源项目，实战教程+本地部署_哔哩哔哩_bilibili | 来源:bilibili | 站点:www.bilibili.com | 提供:开源代码、教程 | 相关词:开源、github、教程、bilibili | 摘要:October 31, 2025 - 2025年最火的后端开源项目，那必须是Supabase。Supabase 是一个开源的后端即服务（字幕备注：Backend-as-a-Service，BaaS） 框架。在强大的PostgreSQL数据库的基础上封装了用户认证，文件存储，可视化运维面板等功能。为开发者提供了一整开箱可用的后端基础设施。 Supabase 在Github上面有了恐怖的9W Star"
43,63.1,88,52.0,58.0,30,55.0,三维模型,zhihu,zhuanlan.zhihu.com,泡杯茶，让AI自动完成APP开发——秒哒的无代码编程体验 - 知乎,https://zhuanlan.zhihu.com/p/1933892546431551430,模型|技术文档,秒哒技术原理与工作流,site:zhihu.com site:infoq.cn 秒哒 无代码,【三维模型】泡杯茶，让AI自动完成APP开发——秒哒的无代码编程体验 - 知乎 | 来源:zhihu | 站点:zhuanlan.zhihu.com | 提供:模型、技术文档 | 相关词:ai、llm、agent、智能体、大模型、生成 | 摘要:AI的大潮自然势不可挡。根据报道，即使微软这样的软件业巨头，也有三成左右的代码是AI生成的，而微软的一位高管更是认为未来将会有95%的代码由AI生成。人机协作的未来不可避免，各大巨头都在提高AI生成代码占比。而秒哒这种形态的AI出现后，人机协作的范围又宽了一大块，IT行业之外需要的小型软件都可以尝试通过秒哒生成。 · 现在秒哒提供每日100个秒点，非常适合大家做无代码对话式编程的尝试。秒哒作为一款
44,63.0,56,75.0,70.0,50,55.0,教程视频,bilibili,www.bilibili.com,百度地图开放平台API--“地理编码”实操教程_哔哩哔哩_bilibili,https://www.bilibili.com/video/BV1eapUzNEBF/,地图|技术文档|教程|SDK/API,秒哒官方文档与产品,site:bilibili.com 百度秒哒 MIAODA 无代码 应用开发平台,"【教程视频】百度地图开放平台API--“地理编码”实操教程_哔哩哔哩_bilibili | 来源:bilibili | 站点:www.bilibili.com | 提供:地图、技术文档、教程、SDK/API | 相关词:地图、api、教程、bilibili | 摘要:September 20, 2025 - 【老司机福利】Deepseek无限制解放，电子魅魔带你爽翻天！ · 球球乁爱撒娇 · 1541 2 · 百度重磅产品秒哒，不会写代码，也能开发应用了 · 秒哒miaoda · 5748 3 · 展开 · UP主剧场孵化计划 · 小窗 · 客服 ·"
45,62.32,100,40.0,60.0,16,55.0,三维模型,juejin,juejin.cn,秒哒首发即爆发！ 上线首日吸引2万用户，打造3万应用！ 3月24...,https://juejin.cn/post/7487905034782539816,模型,秒哒小游戏生成能力,site:juejin.cn 秒哒 小游戏 生成 H5,【三维模型】秒哒首发即爆发！ 上线首日吸引2万用户，打造3万应用！ 3月24... | 来源:juejin | 站点:juejin.cn | 提供:模型 | 相关词:游戏、小游戏、ai、llm、智能体、大模型、生成 | 摘要:用户通过自然语言描述需求即可自动生成完整功能代码，实现“3分钟生成+1小时迭代”的极致开发体验，生成H5邀请函、网站、小游戏等，用户登录秒哒首.
46,61.8,44,85.0,70.0,50,55.0,教程视频,bilibili,www.bilibili.com,2025新版fastadmin系列教程:小白学习入门 安装系统介绍 数据库分析 关联查询 搜索 数据校验 视图渲染 api登录注册token验证 table表格_哔哩哔哩_bilibili,https://www.bilibili.com/video/BV1zLZmYnEK4/,技术文档|数据集|教程|SDK/API|可下载资源,秒哒技术原理与工作流,site:bilibili.com 秒哒 全栈应用 前端 后端 数据库 一键部署,【教程视频】2025新版fastadmin系列教程:小白学习入门 安装系统介绍 数据库分析 关联查询 搜索 数据校验 视图渲染 api登录注册token验证 table表格 | 来源:bilibili | 站点:www.bilibili.com | 提供:技术文档、数据集、教程、SDK/API、可下载资源 | 相关词:api、教程、bilibili | 摘要:4 weeks ago - 2025新版fastadmin系列教程:小白学习入门 安装系统介绍 数据库分析 关联查询 搜索 数据校验 视图渲染 api登录注册token验证 table表格共计8条视频，包括：1.开始前的准备和文档简介、2.下载和安装fastadmin、3.系统功能界面介绍等，UP主更多精彩视频，请关注UP账号。
47,61.42,76,62.0,58.0,26,55.0,其他,zhihu,www.zhihu.com,都2025年了，Taro的小程序或App超过uniApp了吗，坑和社区支持方面，主要想用React写？ - 知乎,https://www.zhihu.com/question/1920792231972934812/answers/updated,技术文档|SDK/API,秒哒技术原理与工作流,site:zhihu.com 秒哒 文心大模型 代码生成 React Taro,【其他】都2025年了，Taro的小程序或App超过uniApp了吗，坑和社区支持方面，主要想用React写？ - 知乎 | 来源:zhihu | 站点:www.zhihu.com | 提供:技术文档、SDK/API | 相关词:api、ai、llm | 摘要:Taro 小程序 ↓ BFF / Serverless（Node） ↓ LLM API（OpenAI / 通义 / 文心） ↓ 流式返回
